price,ram,internal_memory,screen_size,screen_tech,refresh_rate,camera_main_resolution,camera_count,brand,price_category,screen_resolution_k,chip_model,chip_model_encoded,brand_encoded,screen_tech_encoded,screen_resolution_k_encoded
3650000.0,4.0,128,6.5,LTPS LCD,90.0,50,4,Xiaomi,Medium,HD,Helio G88,9030504.799548278,7742930.647583708,9884080.519480519,8402907.66897336
20950000.0,8.0,512,6.1,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A18 Bionic,15538836.678473042,18863897.687678173,17391463.079777364,8308181.232125276
15450000.0,16.0,1024,6.74,AMOLED,144.0,50,3,Realme,Premium,HD,Snapdragon 8 gen 1,12930619.320638737,5983575.499638394,9014675.89118673,8450971.988991197
6250000.0,16.0,512,6.74,AMOLED,120.0,50,2,OnePlus,Medium,HD,Snapdragon 7 gen 3,9254847.166265259,11420050.557854975,9014675.89118673,8450971.988991197
19950000.0,24.0,1024,6.78,AMOLED,165.0,50,3,Asus,Premium,HD,Snapdragon 8 gen 3,15675951.232441029,13731223.834988542,9112274.266970143,8518776.899995312
3450000.0,4.0,64,6.2,AMOLED,60.0,48,3,Vsmart,Medium,HD,Snapdragon 675,9884080.519480519,7155231.359816654,9014675.89118673,8450971.988991197
3190000.0,4.0,128,6.56,LCD,90.0,13,4,Vivo,Medium,HD,T61 2,9884080.519480519,8987866.719139446,8440560.38961039,8308181.232125276
19950000.0,16.0,1024,6.73,LTPO AMOLED,120.0,50,4,Xiaomi,Premium,FHD,Snapdragon 8 gen 3,15675951.232441029,7588956.679683952,11967733.495670995,19413642.463597007
6450000.0,12.0,256,6.7,OLED,120.0,108,2,OPPO,Medium,HD,Snapdragon 695,8478230.617866982,8497237.133237133,10833669.964955678,8392006.16412573
5650000.0,12.0,512,6.78,AMOLED,144.0,50,2,Vivo,Medium,HD,Snapdragon 7 gen 3,9311486.085343229,8905240.456513183,9112274.266970143,8518776.899995312
9550000.0,12.0,128,6.78,LTPO AMOLED,120.0,50,2,Realme,High,HD,Snapdragon 7 gen 3,9273022.607022606,5792195.887445887,12473494.036575668,8402907.66897336
7890000.0,8.0,256,6.4,Super AMOLED,120.0,50,3,Samsung,Medium,HD,Exynos 1380,9620982.290436836,13424795.765908169,7437844.981893155,8450971.988991197
16790000.0,8.0,256,6.2,Dynamic AMOLED 2X,120.0,50,3,Samsung,Premium,HD,Exynos 2400,10894417.843026537,13574247.88255223,19141569.43056943,8402907.66897336
3650000.0,8.0,256,6.72,IPS LCD,90.0,50,1,Realme,Medium,HD,Helio G85,7128903.153988868,6119544.246451223,4463947.352049148,8392006.16412573
3850000.0,4.0,64,6.3,IPS LCD,60.0,16,2,Realme,Medium,HD,Snapdragon 710,9336156.97346132,6188148.897614014,4416913.256554766,8308181.232125276
2190000.0,4.0,64,6.67,IPS LCD,60.0,13,1,Tecno,Low,HD,Unisoc t615,9884080.519480519,6050317.799847212,4382790.110510607,8518776.899995312
1790000.0,3.0,64,6.52,IPS LCD,60.0,13,3,ZTE,Low,HD,Sc986 3a,9884080.519480519,9000458.817498293,4396241.229006258,8450971.988991197
3890000.0,4.0,64,6.43,AMOLED,90.0,50,4,Xiaomi,Medium,HD,Snapdragon 680,8198387.012987013,8032423.5633647395,8930213.511876725,8634637.256053168
3250000.0,6.0,128,6.79,IPS LCD,90.0,50,2,Xiaomi,Medium,HD,Snapdragon 4 gen 2,8450800.384800384,8068072.034632035,4463947.352049148,8392006.16412573
5450000.0,12.0,256,6.78,AMOLED,120.0,50,2,Vivo,Medium,HD,Snapdragon 695,8804291.223927587,8905240.456513183,9112274.266970143,8518776.899995312
3250000.0,12.0,256,6.67,IPS LCD,120.0,50,1,OPPO,Medium,HD,Dimensity 6300,8157296.909986565,9154231.33116883,4382790.110510607,8518776.899995312
8950000.0,16.0,1024,6.78,LTPO AMOLED,144.0,50,2,Vivo,High,HD,Dimensity 9400 plus,10072933.828076685,8969971.649974223,12260284.8253566,8450971.988991197
15450000.0,8.0,256,6.9,Foldable LTPO AMOLED | Màn phụ: AMOLED,120.0,64,2,Tecno,Premium,HD,Dimensity 8050,9610073.199527744,5436073.820915926,10500700.487012986,8392006.16412573
11750000.0,12.0,256,6.7,Super AMOLED,90.0,108,4,Xiaomi,High,HD,Snapdragon 865,9472387.012987014,8068072.034632035,7586630.640545894,8392006.16412573
18650000.0,6.0,512,6.1,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A16 Bionic,11628330.8865048,19347162.02844774,18135033.549783546,8402907.66897336
9450000.0,8.0,256,6.43,AMOLED,90.0,64,3,OPPO,High,HD,Dimensity 900,9631809.147374364,9498923.73081464,9032217.12458396,8308181.232125276
4650000.0,8.0,256,6.6,IPS LCD,144.0,48,3,Realme,Medium,HD,Snapdragon 778g,9368986.085343229,5931437.419723134,4382790.110510607,8518776.899995312
4750000.0,8.0,128,6.4,"Super AMOLED, 430 nits (typ), 600 nits (peak)",60.0,64,3,Realme,Medium,HD,Dimensity 800,9349164.108618654,5811214.52041934,9884080.519480519,8634637.256053168
13250000.0,12.0,256,6.9,Foldable LTPO AMOLED,144.0,64,2,Motorola,High,HD,Snapdragon 7 gen 1,9649200.45172219,10217266.955266956,9884080.519480519,8308181.232125276
11050000.0,12.0,512,6.78,OLED,120.0,200,3,Honor,High,HD,Snapdragon 8 gen 1,12704056.747600226,11774360.173160173,10606840.645840645,8402907.66897336
11650000.0,16.0,512,6.78,AMOLED,120.0,50,3,Vivo,High,HD,Dimensity 9200,10571600.3996004,8832342.27994228,8930213.511876725,8634637.256053168
3760000.0,6.0,128,6.72,IPS LCD,120.0,50,2,Realme,Medium,HD,Dimensity 6100,8958143.473241733,5983575.499638394,4396241.229006258,8450971.988991197
8450000.0,8.0,256,6.7,Super AMOLED Plus,120.0,108,3,Samsung,High,HD,Exynos 1380 8,9637219.5423624,13424795.765908169,9461343.5828877,8450971.988991197
7990000.0,8.0,128,6.7,Super AMOLED,120.0,50,3,Samsung,Medium,HD,Snapdragon 6 gen 3,9744362.399505256,12822850.58099795,7228245.286971093,8308181.232125276
4590000.0,6.0,128,6.67,AMOLED,120.0,108,3,Xiaomi,Medium,HD,Helio G99ULTRA,9698648.11379097,7742930.647583708,8922798.009097502,8402907.66897336
10850000.0,16.0,512,6.78,LTPO AMOLED (Samsung),120.0,50,2,Realme,High,HD,Snapdragon 8 e,14916899.646720976,5983575.499638394,9884080.519480519,8450971.988991197
8450000.0,12.0,256,6.67,OLED,120.0,64,3,Honor,High,HD,Dimensity 900,9675287.40824393,12627212.662337663,10833669.964955678,8392006.16412573
15990000.0,8.0,128,6.7,Fluid AMOLED,120.0,50,3,OnePlus,Premium,FHD,Snapdragon 8 gen 2,14199465.638046164,11420050.557854975,9919906.251756899,19559819.54785794
5660000.0,12.0,256,6.64,IPS LCD,60.0,50,1,Vivo,Medium,HD,Dimensity 6020,9349316.667522201,8969971.649974223,4396241.229006258,8450971.988991197
3150000.0,8.0,256,6.75,IPS LCD,90.0,50,1,Realme,Medium,HD,Tiger t612 8,8654077.316017317,5983575.499638394,4396241.229006258,8450971.988991197
13050000.0,12.0,512,6.78,AMOLED,120.0,50,3,Vivo,High,HD,Snapdragon 8 gen 1,13573756.55253837,8905240.456513183,9112274.266970143,8518776.899995312
9350000.0,8.0,128,6.78,AMOLED,120.0,64,3,Vivo,High,HD,Snapdragon 695,8372903.153988869,9073320.485965647,8922798.009097502,8402907.66897336
14800000.0,8.0,512,6.7,Foldable Dynamic AMOLED 2X | Màn phụ: Super AMOLED,120.0,12,2,Samsung,High,HD,Snapdragon 8 gen 2,14199465.638046164,13424795.765908169,9884080.519480519,8450971.988991197
2990000.0,6.0,128,6.58,IPS LCD,60.0,50,3,Xiaomi,Low,HD,Helio G99,7421711.399711399,8068072.034632035,4463947.352049148,8392006.16412573
9850000.0,16.0,1024,6.78,LTPO AMOLED,144.0,50,2,Vivo,High,HD,Dimensity 9400,10516809.147374365,8969971.649974223,12260284.8253566,8450971.988991197
13990000.0,8.0,256,6.4,AMOLED,90.0,50,3,OPPO,High,HD,Dimensity 1300,9884080.519480519,9404846.753246753,8930213.511876725,8634637.256053168
2990000.0,4.0,64,6.74,LCD,60.0,13,4,Vivo,Low,HD,Unisoc t7225 8,9593886.209029065,8832342.27994228,8350560.389610389,8634637.256053168
6150000.0,12.0,512,6.64,IPS LCD,120.0,64,2,Vivo,Medium,HD,Dimensity 8200,9786733.766233766,8905240.456513183,4382790.110510607,8518776.899995312
16860000.0,8.0,512,6.67,OLED,165.0,50,3,Motorola,Premium,HD,Snapdragon 8 gen 2,14199465.638046164,10103441.896427993,10640471.212382432,8450971.988991197
27990000.0,12.0,256,7.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,Premium,FHD,Snapdragon 8 gen 2,13982232.207792208,13801570.887445888,19144026.839826837,19419711.802902978
22350000.0,6.0,512,6.7,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A16 Bionic,11945161.385695051,19263793.57168541,17614979.227750983,8450971.988991197
6850000.0,8.0,256,6.55,"AMOLED, 1B colors, HDR10+, 90Hz, 800 nits",90.0,64,3,Xiaomi,Medium,HD,Snapdragon 780g,9791981.447124304,7588956.679683952,9884080.519480519,8518776.899995312
12790000.0,16.0,512,6.78,LTPO 4.1 AMOLED,120.0,50,3,OnePlus,High,HD,Snapdragon 8 gen 3,15675951.232441029,12093040.25974026,9884080.519480519,8518776.899995312
3350000.0,12.0,256,6.72,IPS LCD,120.0,50,2,Vivo,Medium,HD,Snapdragon 6 gen 1,9024874.458874458,8905240.456513183,4382790.110510607,8518776.899995312
18990000.0,12.0,256,6.7,Dynamic AMOLED 2X,120.0,50,3,Samsung,Premium,FHD,Exynos 2400,11231733.766233766,13801570.887445888,19144026.839826837,19419711.802902978
9350000.0,16.0,512,6.67,AMOLED,120.0,50,2,Xiaomi,High,HD,Snapdragon 8,9567096.68109668,7907867.622033139,9032217.12458396,8308181.232125276
7650000.0,16.0,1024,6.78,LTPO AMOLED,144.0,50,2,Vivo,Medium,HD,Dimensity 9300,9982800.472255018,8832342.27994228,12704106.281473627,8634637.256053168
8450000.0,12.0,256,6.67,OLED,120.0,64,3,Xiaomi,High,HD,Snapdragon 7 gen 2,9884080.519480519,7588956.679683952,10992447.33044733,8518776.899995312
4590000.0,8.0,128,6.68,LCD,90.0,50,2,Vivo,Medium,HD,T61 2,9884080.519480519,8969971.649974223,8255991.129958476,8450971.988991197
15450000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,3,Realme,Premium,FHD,Snapdragon 8 e,15614382.834556747,5811214.52041934,12704106.281473627,19419711.802902978
8750000.0,8.0,256,6.55,AMOLED,120.0,50,3,Xiaomi,High,HD,Snapdragon 7 gen 1,9846119.039063703,7852799.846710074,9014675.89118673,8450971.988991197
9250000.0,8.0,256,6.7,Super AMOLED+,120.0,108,4,Samsung,High,HD,Snapdragon 778g,9151053.67965368,13801570.887445888,9884080.519480519,8634637.256053168
3150000.0,4.0,128,6.58,IPS LCD,60.0,50,3,Realme,Medium,HD,Tiger t612 8,8493264.415584415,5811214.52041934,4392873.934982215,8634637.256053168
11550000.0,16.0,1024,6.78,AMOLED,144.0,50,3,Realme,High,HD,Snapdragon 8 gen 3,16762105.856407743,5792195.887445887,8922798.009097502,8402907.66897336
8490000.0,8.0,256,6.7,AMOLED,120.0,64,3,OPPO,High,HD,Dimensity 7050,9095615.1996152,9498923.73081464,9032217.12458396,8308181.232125276
5450000.0,12.0,512,6.7,AMOLED,90.0,108,2,Honor,Medium,HD,Dimensity 6080,8748138.861138862,11405509.844993716,9032217.12458396,8308181.232125276
2350000.0,8.0,256,6.88,IPS LCD,120.0,13,1,Xiaomi,Low,HD,Helio G81 ULTRA,9553886.209029065,7588956.679683952,4382790.110510607,8518776.899995312
12250000.0,24.0,1024,6.8,AMOLED,120.0,50,3,Nubia,High,HD,Snapdragon 8 gen 2,14222146.353646355,10464582.054309327,9082156.038961038,8392006.16412573
6950000.0,8.0,256,6.5,Super AMOLED,120.0,12,3,Samsung,Medium,HD,Snapdragon 865,9600046.540964633,13424795.765908169,7437844.981893155,8450971.988991197
19950000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,Premium,HD,Snapdragon 8 gen 2,13909838.66133866,10499165.4432524,8922798.009097502,8402907.66897336
5450000.0,8.0,256,6.67,IPS LCD,120.0,108,4,Xiaomi,Medium,HD,Snapdragon 750g,9577695.73283859,7907867.622033139,4416913.256554766,8308181.232125276
2790000.0,4.0,128,6.74,IPS LCD,60.0,13,2,Realme,Low,HD,Tiger t612,9097896.103896104,6188148.897614014,4416913.256554766,8308181.232125276
15750000.0,16.0,512,6.74,AMOLED,120.0,50,3,OPPO,Premium,HD,Dimensity 9200,10556733.766233766,8497237.133237133,9082156.038961038,8392006.16412573
2890000.0,8.0,256,6.56,IPS LCD,90.0,50,1,Infinix,Low,HD,Unisoc t606,8950070.016939582,8570053.67965368,4392873.934982215,8634637.256053168
6550000.0,12.0,512,6.67,AMOLED,120.0,64,3,Xiaomi,Medium,HD,Snapdragon 7,8754053.67965368,7588956.679683952,9112274.266970143,8518776.899995312
10750000.0,16.0,1024,6.67,AMOLED,120.0,50,3,Xiaomi,High,FHD,Snapdragon 8 gen 2,14223366.883116884,7907867.622033139,9032217.12458396,19970160.039960038
2190000.0,4.0,64,6.71,IPS LCD,60.0,50,2,Xiaomi,Low,HD,Helio G85,7225341.482047364,7742930.647583708,4344381.985756178,8402907.66897336
11690000.0,6.0,128,6.4,Dynamic AMOLED 2X,120.0,12,3,Samsung,High,HD,Exynos 2100,9799600.49474335,13613271.633629527,19080025.697706547,8392006.16412573
3950000.0,12.0,256,6.72,IPS LCD,120.0,50,1,Realme,Medium,HD,Dimensity 7025 ultra,9203113.495200451,6188148.897614014,4416913.256554766,8308181.232125276
18350000.0,16.0,512,6.67,OLED,120.0,48,4,Xiaomi,Premium,HD,Snapdragon 865,9600046.540964633,7852799.846710074,10640471.212382432,8450971.988991197
3790000.0,6.0,128,6.74,LCD,60.0,13,4,Vivo,Medium,HD,Unisoc t7225 8,9555790.970933829,9073320.485965647,8104819.418676561,8402907.66897336
22490000.0,12.0,256,6.7,Dynamic AMOLED 2X,120.0,50,2,Samsung,Premium,HD,Snapdragon 8 gen 3,16762105.856407743,13574247.88255223,19141569.43056943,8402907.66897336
3850000.0,8.0,256,6.5,IPS LCD,90.0,48,3,Xiaomi,Medium,HD,Dimensity 700,8971601.685802119,7852799.846710074,4396241.229006258,8450971.988991197
6790000.0,8.0,128,6.6,Super AMOLED,120.0,50,3,Samsung,Medium,HD,Exynos 1380,9630073.199527744,13302820.887445888,7577429.773929774,8518776.899995312
9750000.0,12.0,256,6.73,LTPO 2.0 AMOLED,120.0,50,3,Xiaomi,High,FHD,Dimensity 9000,9859635.234330887,8032423.5633647395,9884080.519480519,19419711.802902978
7490000.0,8.0,256,6.7,AMOLED,120.0,50,3,OPPO,Medium,HD,Dimensity 6300,7684737.824675324,9404846.753246753,8930213.511876725,8634637.256053168
4950000.0,6.0,128,6.0,"PS LCD, 120Hz",120.0,64,4,Xiaomi,Medium,HD,Snapdragon 732g,9884080.519480519,7907867.622033139,9884080.519480519,8308181.232125276
9250000.0,12.0,256,6.7,AMOLED,120.0,64,2,OPPO,High,HD,Snapdragon 778g,9227096.68109668,9207062.380242707,8922798.009097502,8402907.66897336
9950000.0,16.0,1024,6.74,AMOLED,144.0,50,3,Realme,High,HD,Snapdragon 8 gen 2,14222146.353646355,6119544.246451223,9082156.038961038,8392006.16412573
6090000.0,8.0,256,6.67,LCD,90.0,50,1,OPPO,Medium,HD,Snapdragon 6,9323709.563164108,8497237.133237133,7995295.609152751,8392006.16412573
42250000.0,16.0,512,8.0,Foldable LTPO OLED | Màn phụ: OLED,120.0,48,3,Google,Premium,2K,Tensor G4,11371891.381345926,12008989.747095011,9884080.519480519,20340040.25974026
10950000.0,8.0,256,6.4,Dynamic AMOLED 2X,120.0,50,3,Samsung,High,HD,Exynos 2200 8,9884080.519480519,13574247.88255223,19141569.43056943,8402907.66897336
14490000.0,12.0,256,6.7,AMOLED,120.0,50,3,OPPO,High,FHD,Snapdragon 8 gen 1,12930619.320638737,9115399.48138342,9014675.89118673,19559819.54785794
4950000.0,8.0,256,6.67,Super AMOLED,120.0,108,4,Xiaomi,Medium,HD,Dimensity 920,9884080.519480519,8068072.034632035,7586630.640545894,8392006.16412573
3450000.0,3.0,32,6.2,PLS LCD,60.0,13,2,Samsung,Medium,HD,Helio p22,9577695.73283859,13613271.633629527,7485269.904009034,8392006.16412573
1990000.0,4.0,64,6.75,IPS LCD,60.0,13,1,ZTE,Low,HD,A1 Bionic,9517695.73283859,8797550.324675325,4392873.934982215,8634637.256053168
4450000.0,12.0,256,6.67,Super AMOLED,120.0,48,3,Xiaomi,Medium,HD,Snapdragon 870,9310430.014430014,7588956.679683952,7577429.773929774,8518776.899995312
3350000.0,6.0,64,6.01,AMOLED,60.0,48,3,Xiaomi,Medium,HD,Snapdragon 665,9884080.519480519,8032423.5633647395,8930213.511876725,8634637.256053168
11950000.0,8.0,256,6.3,AMOLED,90.0,50,2,Google,High,HD,Tensor G2,11278255.017709563,14981155.844155844,9112274.266970143,8518776.899995312
2750000.0,6.0,128,6.7,PLS LCD,60.0,50,3,Samsung,Low,HD,Snapdragon 680,8193387.012987013,13574247.88255223,7049277.222777222,8402907.66897336
8650000.0,12.0,512,6.39,Super AMOLED,60.0,48,3,Xiaomi,High,HD,Snapdragon 855,9826128.942486087,7907867.622033139,7228245.286971093,8308181.232125276
2190000.0,3.0,32,6.52,IPS LCD,60.0,8,1,Xiaomi,Low,HD,Helio G36,8875287.40824393,8068072.034632035,4463947.352049148,8392006.16412573
14950000.0,16.0,1024,6.67,OLED,120.0,50,3,Xiaomi,High,FHD,Snapdragon 8 e,15157479.31138629,8068072.034632035,10833669.964955678,19536329.449961804
2150000.0,6.0,128,6.51,IPS LCD,60.0,13,3,OPPO,Low,HD,Helio p35,8629650.432900432,9207062.380242707,4344381.985756178,8402907.66897336
6600000.0,6.0,64,6.6,IPS LCD,90.0,64,4,Realme,Medium,HD,Snapdragon 720g,9696743.35188621,5792195.887445887,4344381.985756178,8402907.66897336
4850000.0,12.0,256,6.64,IPS LCD,120.0,50,2,Vivo,Medium,HD,Snapdragon 6 gen 1,9024874.458874458,8905240.456513183,4382790.110510607,8518776.899995312
4290000.0,8.0,128,6.67,AMOLED,120.0,50,3,Xiaomi,Medium,HD,Snapdragon 685,8485615.1996152,8068072.034632035,9082156.038961038,8392006.16412573
7550000.0,8.0,256,6.57,AMOLED Mini Camera,60.0,48,4,Xiaomi,Medium,HD,Dimensity 820,9653886.209029065,8068072.034632035,9581950.487012986,8392006.16412573
7290000.0,8.0,256,6.67,AMOLED,60.0,108,3,Xiaomi,Medium,HD,Dimensity 7025 ultra,9179852.625635235,7852799.846710074,9014675.89118673,8450971.988991197
4350000.0,8.0,256,6.67,Super AMOLED,120.0,108,3,Xiaomi,Medium,HD,Snapdragon 695,8562247.957852127,7852799.846710074,7437844.981893155,8450971.988991197
16950000.0,16.0,1024,6.78,AMOLED,120.0,50,3,OPPO,Premium,HD,Dimensity 9500,10479635.234330887,9498923.73081464,9032217.12458396,8308181.232125276
3950000.0,8.0,256,6.78,AMOLED,120.0,50,2,Tecno,Medium,HD,Helio G100,9444012.593467139,6016971.804015213,9014675.89118673,8450971.988991197
18990000.0,12.0,256,6.8,Dynamic AMOLED 2X,120.0,108,4,Samsung,Premium,FHD,Snapdragon 8 gen 1,13600415.584415585,13613271.633629527,19080025.697706547,19536329.449961804
8550000.0,12.0,256,6.8,AMOLED,120.0,50,3,Tecno,High,HD,Dimensity 9000,9887581.489656588,6016971.804015213,9014675.89118673,8450971.988991197
32890000.0,16.0,256,7.82,Foldable LTPO3 Flexi-fluid AMOLED | Màn phụ: LTPO3 Super Fluid OLED,120.0,64,3,OnePlus,Premium,2K,Snapdragon 8 e,15157479.31138629,10031842.581660762,9884080.519480519,21697309.3270366
4150000.0,8.0,128,6.79,IPS LCD,120.0,108,2,Xiaomi,Medium,HD,Snapdragon 4 gen 2,8561264.415584415,7907867.622033139,4416913.256554766,8308181.232125276
14950000.0,16.0,1024,6.78,OLED,120.0,50,3,Honor,High,HD,Snapdragon 8 e,14965491.145218419,11774360.173160173,10606840.645840645,8402907.66897336
14450000.0,16.0,512,6.78,AMOLED,144.0,64,3,Asus,High,HD,Snapdragon 888,11451812.070282659,13731223.834988542,9112274.266970143,8518776.899995312
2950000.0,8.0,256,6.67,IPS LCD,120.0,32,1,Realme,Low,HD,Dimensity 6300,7748487.824675324,6119544.246451223,4463947.352049148,8392006.16412573
9950000.0,16.0,256,6.78,AMOLED,165.0,50,3,Asus,High,HD,Dimensity 9000,9955527.74498229,13731223.834988542,9112274.266970143,8518776.899995312
16950000.0,16.0,512,6.67,"Super AMOLED, 144Hz, HDR10+, 1300 nits",144.0,64,3,Xiaomi,Premium,HD,Snapdragon 888,11285929.717341483,7907867.622033139,9600659.281894576,8308181.232125276
4550000.0,8.0,128,6.79,IPS LCD,120.0,108,2,Xiaomi,Medium,HD,Helio G91 ULTRA,9321891.381345926,7588956.679683952,4382790.110510607,8518776.899995312
38550000.0,12.0,256,6.5,LTPO OLED,120.0,48,3,Sony,Premium,HD,Snapdragon 8 gen 3,15453158.54978355,11245067.0995671,13358563.251563251,8392006.16412573
9950000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,2,OnePlus,High,HD,Dimensity 9300 plus,10126436.83589138,10230671.135316297,12428915.728715727,8308181.232125276
12950000.0,16.0,512,6.74,OLED,120.0,64,3,OPPO,High,HD,Snapdragon 8 gen 1,12248471.04978355,9404846.753246753,10126660.111317253,8634637.256053168
4790000.0,8.0,256,6.7,Super AMOLED,90.0,50,3,Samsung,Medium,HD,Helio G99,7557106.187929717,13302820.887445888,7577429.773929774,8518776.899995312
24850000.0,6.0,1024,6.1,LTPO Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A16 Bionic,11628330.8865048,19347162.02844774,12385953.399541633,8402907.66897336
2250000.0,6.0,128,6.71,IPS LCD,90.0,8,2,Xiaomi,Low,HD,Helio G36,8911809.147374364,7742930.647583708,4344381.985756178,8402907.66897336
4950000.0,12.0,256,6.43,Super AMOLED,120.0,64,3,Realme,Medium,HD,Dimensity 1200,9653709.563164108,5811214.52041934,7407607.030900134,8634637.256053168
9150000.0,24.0,1024,6.74,AMOLED,144.0,50,3,Realme,High,HD,Snapdragon 8 gen 2,14587032.207792206,5931437.419723134,9112274.266970143,8518776.899995312
23450000.0,12.0,512,6.81,LTPO OLED,120.0,50,3,Honor,Premium,HD,Snapdragon 8 gen 1,12930619.320638737,11622168.102383582,14014422.920994349,8450971.988991197
