price,ram,internal_memory,screen_size,screen_tech,refresh_rate,camera_main_resolution,camera_count,brand,price_category,screen_resolution_k,chip_model
7990000.0,8.0,128,6.7,Super AMOLED,120.0,50,3,Samsung,Medium,HD,Snapdragon 6 gen 3
4590000.0,6.0,128,6.67,AMOLED,120.0,108,3,Xiaomi,Medium,HD,Helio G99ULTRA
10850000.0,16.0,512,6.78,LTPO AMOLED (Samsung),120.0,50,2,Realme,High,HD,Snapdragon 8 e
8450000.0,12.0,256,6.67,OLED,120.0,64,3,Honor,High,HD,Dimensity 900
15990000.0,8.0,128,6.7,Fluid AMOLED,120.0,50,3,OnePlus,Premium,FHD,Snapdragon 8 gen 2
5660000.0,12.0,256,6.64,IPS LCD,60.0,50,1,Vivo,Medium,HD,Dimensity 6020
3150000.0,8.0,256,6.75,IPS LCD,90.0,50,1,Realme,Medium,HD,Tiger t612 8
13050000.0,12.0,512,6.78,AMOLED,120.0,50,3,Vivo,High,HD,Snapdragon 8 gen 1
9350000.0,8.0,128,6.78,AMOLED,120.0,64,3,Vivo,High,HD,Snapdragon 695
14800000.0,8.0,512,6.7,Foldable Dynamic AMOLED 2X | Màn phụ: Super AMOLED,120.0,12,2,Samsung,High,HD,Snapdragon 8 gen 2
2990000.0,6.0,128,6.58,IPS LCD,60.0,50,3,Xiaomi,Low,HD,Helio G99
9850000.0,16.0,1024,6.78,LTPO AMOLED,144.0,50,2,Vivo,High,HD,Dimensity 9400
13990000.0,8.0,256,6.4,AMOLED,90.0,50,3,OPPO,High,HD,Dimensity 1300
2990000.0,4.0,64,6.74,LCD,60.0,13,4,Vivo,Low,HD,Unisoc t7225 8
6150000.0,12.0,512,6.64,IPS LCD,120.0,64,2,Vivo,Medium,HD,Dimensity 8200
16860000.0,8.0,512,6.67,OLED,165.0,50,3,Motorola,Premium,HD,Snapdragon 8 gen 2
27990000.0,12.0,256,7.6,Dynamic AMOLED 2X,120.0,50,3,Samsung,Premium,FHD,Snapdragon 8 gen 2
22350000.0,6.0,512,6.7,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A16 Bionic
6850000.0,8.0,256,6.55,"AMOLED, 1B colors, HDR10+, 90Hz, 800 nits",90.0,64,3,Xiaomi,Medium,HD,Snapdragon 780g
12790000.0,16.0,512,6.78,LTPO 4.1 AMOLED,120.0,50,3,OnePlus,High,HD,Snapdragon 8 gen 3
3350000.0,12.0,256,6.72,IPS LCD,120.0,50,2,Vivo,Medium,HD,Snapdragon 6 gen 1
18990000.0,12.0,256,6.7,Dynamic AMOLED 2X,120.0,50,3,Samsung,Premium,FHD,Exynos 2400
9350000.0,16.0,512,6.67,AMOLED,120.0,50,2,Xiaomi,High,HD,Snapdragon 8
7650000.0,16.0,1024,6.78,LTPO AMOLED,144.0,50,2,Vivo,Medium,HD,Dimensity 9300
8450000.0,12.0,256,6.67,OLED,120.0,64,3,Xiaomi,High,HD,Snapdragon 7 gen 2
4590000.0,8.0,128,6.68,LCD,90.0,50,2,Vivo,Medium,HD,T61 2
15450000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,3,Realme,Premium,FHD,Snapdragon 8 e
8750000.0,8.0,256,6.55,AMOLED,120.0,50,3,Xiaomi,High,HD,Snapdragon 7 gen 1
9250000.0,8.0,256,6.7,Super AMOLED+,120.0,108,4,Samsung,High,HD,Snapdragon 778g
3150000.0,4.0,128,6.58,IPS LCD,60.0,50,3,Realme,Medium,HD,Tiger t612 8
11550000.0,16.0,1024,6.78,AMOLED,144.0,50,3,Realme,High,HD,Snapdragon 8 gen 3
8490000.0,8.0,256,6.7,AMOLED,120.0,64,3,OPPO,High,HD,Dimensity 7050
5450000.0,12.0,512,6.7,AMOLED,90.0,108,2,Honor,Medium,HD,Dimensity 6080
2350000.0,8.0,256,6.88,IPS LCD,120.0,13,1,Xiaomi,Low,HD,Helio G81 ULTRA
12250000.0,24.0,1024,6.8,AMOLED,120.0,50,3,Nubia,High,HD,Snapdragon 8 gen 2
6950000.0,8.0,256,6.5,Super AMOLED,120.0,12,3,Samsung,Medium,HD,Snapdragon 865
19950000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,Premium,HD,Snapdragon 8 gen 2
5450000.0,8.0,256,6.67,IPS LCD,120.0,108,4,Xiaomi,Medium,HD,Snapdragon 750g
2790000.0,4.0,128,6.74,IPS LCD,60.0,13,2,Realme,Low,HD,Tiger t612
15750000.0,16.0,512,6.74,AMOLED,120.0,50,3,OPPO,Premium,HD,Dimensity 9200
2890000.0,8.0,256,6.56,IPS LCD,90.0,50,1,Infinix,Low,HD,Unisoc t606
6550000.0,12.0,512,6.67,AMOLED,120.0,64,3,Xiaomi,Medium,HD,Snapdragon 7
10750000.0,16.0,1024,6.67,AMOLED,120.0,50,3,Xiaomi,High,FHD,Snapdragon 8 gen 2
2190000.0,4.0,64,6.71,IPS LCD,60.0,50,2,Xiaomi,Low,HD,Helio G85
11690000.0,6.0,128,6.4,Dynamic AMOLED 2X,120.0,12,3,Samsung,High,HD,Exynos 2100
3950000.0,12.0,256,6.72,IPS LCD,120.0,50,1,Realme,Medium,HD,Dimensity 7025 ultra
18350000.0,16.0,512,6.67,OLED,120.0,48,4,Xiaomi,Premium,HD,Snapdragon 865
3790000.0,6.0,128,6.74,LCD,60.0,13,4,Vivo,Medium,HD,Unisoc t7225 8
22490000.0,12.0,256,6.7,Dynamic AMOLED 2X,120.0,50,2,Samsung,Premium,HD,Snapdragon 8 gen 3
3850000.0,8.0,256,6.5,IPS LCD,90.0,48,3,Xiaomi,Medium,HD,Dimensity 700
6790000.0,8.0,128,6.6,Super AMOLED,120.0,50,3,Samsung,Medium,HD,Exynos 1380
9750000.0,12.0,256,6.73,LTPO 2.0 AMOLED,120.0,50,3,Xiaomi,High,FHD,Dimensity 9000
7490000.0,8.0,256,6.7,AMOLED,120.0,50,3,OPPO,Medium,HD,Dimensity 6300
4950000.0,6.0,128,6,"PS LCD, 120Hz",120.0,64,4,Xiaomi,Medium,HD,Snapdragon 732g
9250000.0,12.0,256,6.7,AMOLED,120.0,64,2,OPPO,High,HD,Snapdragon 778g
9950000.0,16.0,1024,6.74,AMOLED,144.0,50,3,Realme,High,HD,Snapdragon 8 gen 2
6090000.0,8.0,256,6.67,LCD,90.0,50,1,OPPO,Medium,HD,Snapdragon 6
42250000.0,16.0,512,8.0,Foldable LTPO OLED | Màn phụ: OLED,120.0,48,3,Google,Premium,2K,Tensor G4
10950000.0,8.0,256,6.4,Dynamic AMOLED 2X,120.0,50,3,Samsung,High,HD,Exynos 2200 8
14490000.0,12.0,256,6.7,AMOLED,120.0,50,3,OPPO,High,FHD,Snapdragon 8 gen 1
4950000.0,8.0,256,6.67,Super AMOLED,120.0,108,4,Xiaomi,Medium,HD,Dimensity 920
3450000.0,3.0,32,6.2,PLS LCD,60.0,13,2,Samsung,Medium,HD,Helio p22
1990000.0,4.0,64,6.75,IPS LCD,60.0,13,1,ZTE,Low,HD,A1 Bionic
4450000.0,12.0,256,6.67,Super AMOLED,120.0,48,3,Xiaomi,Medium,HD,Snapdragon 870
3350000.0,6.0,64,6.01,AMOLED,60.0,48,3,Xiaomi,Medium,HD,Snapdragon 665
11950000.0,8.0,256,6.3,AMOLED,90.0,50,2,Google,High,HD,Tensor G2
2750000.0,6.0,128,6.7,PLS LCD,60.0,50,3,Samsung,Low,HD,Snapdragon 680
8650000.0,12.0,512,6.39,Super AMOLED,60.0,48,3,Xiaomi,High,HD,Snapdragon 855
2190000.0,3.0,32,6.52,IPS LCD,60.0,8,1,Xiaomi,Low,HD,Helio G36
14950000.0,16.0,1024,6.67,OLED,120.0,50,3,Xiaomi,High,FHD,Snapdragon 8 e
2150000.0,6.0,128,6.51,IPS LCD,60.0,13,3,OPPO,Low,HD,Helio p35
6600000.0,6.0,64,6.6,IPS LCD,90.0,64,4,Realme,Medium,HD,Snapdragon 720g
4850000.0,12.0,256,6.64,IPS LCD,120.0,50,2,Vivo,Medium,HD,Snapdragon 6 gen 1
4290000.0,8.0,128,6.67,AMOLED,120.0,50,3,Xiaomi,Medium,HD,Snapdragon 685
7550000.0,8.0,256,6.57,AMOLED Mini Camera,60.0,48,4,Xiaomi,Medium,HD,Dimensity 820
7290000.0,8.0,256,6.67,AMOLED,60.0,108,3,Xiaomi,Medium,HD,Dimensity 7025 ultra
4350000.0,8.0,256,6.67,Super AMOLED,120.0,108,3,Xiaomi,Medium,HD,Snapdragon 695
16950000.0,16.0,1024,6.78,AMOLED,120.0,50,3,OPPO,Premium,HD,Dimensity 9500
3950000.0,8.0,256,6.78,AMOLED,120.0,50,2,Tecno,Medium,HD,Helio G100
18990000.0,12.0,256,6.8,Dynamic AMOLED 2X,120.0,108,4,Samsung,Premium,FHD,Snapdragon 8 gen 1
8550000.0,12.0,256,6.8,AMOLED,120.0,50,3,Tecno,High,HD,Dimensity 9000
32890000.0,16.0,256,7.82,Foldable LTPO3 Flexi-fluid AMOLED | Màn phụ: LTPO3 Super Fluid OLED,120.0,64,3,OnePlus,Premium,2K,Snapdragon 8 e
4150000.0,8.0,128,6.79,IPS LCD,120.0,108,2,Xiaomi,Medium,HD,Snapdragon 4 gen 2
14950000.0,16.0,1024,6.78,OLED,120.0,50,3,Honor,High,HD,Snapdragon 8 e
14450000.0,16.0,512,6.78,AMOLED,144.0,64,3,Asus,High,HD,Snapdragon 888
2950000.0,8.0,256,6.67,IPS LCD,120.0,32,1,Realme,Low,HD,Dimensity 6300
9950000.0,16.0,256,6.78,AMOLED,165.0,50,3,Asus,High,HD,Dimensity 9000
16950000.0,16.0,512,6.67,"Super AMOLED, 144Hz, HDR10+, 1300 nits",144.0,64,3,Xiaomi,Premium,HD,Snapdragon 888
4550000.0,8.0,128,6.79,IPS LCD,120.0,108,2,Xiaomi,Medium,HD,Helio G91 ULTRA
38550000.0,12.0,256,6.5,LTPO OLED,120.0,48,3,Sony,Premium,HD,Snapdragon 8 gen 3
9950000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,2,OnePlus,High,HD,Dimensity 9300 plus
12950000.0,16.0,512,6.74,OLED,120.0,64,3,OPPO,High,HD,Snapdragon 8 gen 1
4790000.0,8.0,256,6.7,Super AMOLED,90.0,50,3,Samsung,Medium,HD,Helio G99
24850000.0,6.0,1024,6.1,LTPO Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A16 Bionic
2250000.0,6.0,128,6.71,IPS LCD,90.0,8,2,Xiaomi,Low,HD,Helio G36
4950000.0,12.0,256,6.43,Super AMOLED,120.0,64,3,Realme,Medium,HD,Dimensity 1200
9150000.0,24.0,1024,6.74,AMOLED,144.0,50,3,Realme,High,HD,Snapdragon 8 gen 2
23450000.0,12.0,512,6.81,LTPO OLED,120.0,50,3,Honor,Premium,HD,Snapdragon 8 gen 1
6950000.0,12.0,512,6.7,OLED,120.0,50,3,OPPO,Medium,HD,Dimensity 8200
25990000.0,8.0,256,6.7,Dynamic AMOLED 2X,120.0,12,2,Samsung,Premium,HD,Snapdragon 8 gen 2
2650000.0,4.0,64,6.74,IPS LCD,90.0,8,1,Realme,Low,HD,Tiger t612 8
5500000.0,12.0,256,6.67,"Super AMOLED, 144Hz, HDR10+, 1300 nits",144.0,48,3,Xiaomi,Medium,HD,Snapdragon 870
23490000.0,6.0,128,6.7,OLED,60.0,12,3,Apple,Premium,HD,A14 Bionic
3050000.0,3.0,32,6.3,IPS LCD,60.0,48,2,Xiaomi,Medium,HD,Snapdragon 660
3150000.0,6.0,128,6.2,OLED,60.0,16,2,Google,Medium,HD,Snapdragon 765g
12450000.0,12.0,256,6.62,AMOLED,120.0,50,3,OnePlus,High,HD,Snapdragon 888
15790000.0,6.0,128,6.1,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A16 Bionic
16950000.0,8.0,512,6.2,Dynamic LTPO AMOLED 2X,120.0,50,3,Samsung,Premium,HD,Exynos 2400 10
7990000.0,8.0,128,6.7,AMOLED,120.0,64,3,OPPO,Medium,HD,Dimensity 7050
3290000.0,8.0,128,6.56,IPS LCD,120.0,50,1,Itel,Medium,HD,Helio G99
5350000.0,8.0,128,6.7,Super AMOLED Plus,60.0,64,4,Samsung,Medium,HD,Snapdragon 730g
27990000.0,12.0,256,6.9,Dynamic AMOLED 2X,120.0,200,4,Samsung,Premium,FHD,Snapdragon 8 e
19450000.0,12.0,512,6.78,AMOLED,120.0,50,4,Vivo,Premium,FHD,Snapdragon 8 gen 1
5850000.0,6.0,64,5.97,Super AMOLED,60.0,48,3,Xiaomi,Medium,HD,Snapdragon 712
18450000.0,24.0,256,6.8,AMOLED,120.0,50,3,Nubia,Premium,HD,Snapdragon 8 gen 3
3950000.0,8.0,128,6.5,IPS LCD,120.0,50,2,Motorola,Medium,HD,Dimensity 7020
5250000.0,6.0,128,6.67,IPS LCD,120.0,48,4,Xiaomi,Medium,HD,Snapdragon 765g
14950000.0,24.0,1024,6.82,LTPO AMOLED,120.0,64,3,OnePlus,High,FHD,Snapdragon 8 gen 3
4590000.0,4.0,128,6.7,Super AMOLED,90.0,50,3,Samsung,Medium,HD,Helio G99
14990000.0,12.0,512,6.5,LTPO OLED,120.0,50,2,Nothing,High,HD,Snapdragon 8
3650000.0,8.0,256,6.6,ISP LCD,120.0,50,2,Nubia,Medium,HD,Unisoc t820 8
5390000.0,6.0,128,6.5,Super AMOLED,120.0,50,3,Samsung,Medium,HD,Exynos 1280 8
10150000.0,8.0,128,6.1,OLED,60.0,48,3,Sony,High,HD,Snapdragon 6 gen 1
3480000.0,6.0,128,6.72,IPS LCD,90.0,64,2,Realme,Medium,HD,Helio G88
12650000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,3,Realme,High,HD,Snapdragon 8 e
3350000.0,8.0,256,6.67,AMOLED,120.0,50,3,Xiaomi,Medium,HD,Snapdragon 685
4250000.0,8.0,256,6.6,IPS LCD,90.0,50,1,Realme,Medium,HD,Dimensity 810
5620000.0,8.0,256,6.59,IPS LCD,90.0,50,2,OPPO,Medium,HD,Snapdragon 680
8450000.0,12.0,256,6.44,"AMOLED, 90Hz, HDR10+",90.0,64,3,Vivo,High,HD,Dimensity 1100
12450000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,High,HD,Snapdragon 8 gen 2
4950000.0,12.0,256,6.72,IPS LCD,120.0,108,2,OPPO,Medium,HD,Snapdragon 695
17650000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,3,Vivo,Premium,HD,Dimensity 9300
4360000.0,8.0,128,6.6,PLS LCD,90.0,50,3,Samsung,Medium,HD,Dimensity 700
9550000.0,24.0,1024,6.67,OLED,120.0,50,3,Xiaomi,High,FHD,Snapdragon 8 gen 3
27500000.0,8.0,1024,6.3,LTPO Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A18 Bionic
4250000.0,6.0,128,6.74,IPS LCD,90.0,50,1,Realme,Medium,HD,Tiger t612 8
7450000.0,8.0,128,6.43,AMOLED,90.0,64,3,OnePlus,Medium,HD,Dimensity 900
4750000.0,8.0,256,6.67,IPS LCD,90.0,50,2,OPPO,Medium,HD,Snapdragon 680
4850000.0,8.0,256,6.67,AMOLED,120.0,50,2,Realme,Medium,HD,Dimensity 7050
24090000.0,16.0,512,6.73,AMOLED,120.0,50,4,Xiaomi,Premium,FHD,Snapdragon 8 gen 3
5450000.0,8.0,128,6.4,AMOLED,180.0,64,4,Realme,Medium,HD,Dimensity 800
2550000.0,8.0,256,6.79,IPS LCD,90.0,50,2,Xiaomi,Low,HD,Snapdragon 4 gen 2
11750000.0,12.0,512,6.55,AMOLED,120.0,200,3,Meizu,High,HD,Snapdragon 8 gen 3
17950000.0,12.0,512,6.78,LTPO AMOLED,120.0,50,3,Vivo,Premium,FHD,Snapdragon 888
3750000.0,12.0,256,6.64,IPS LCD,120.0,50,2,Vivo,Medium,HD,Snapdragon 6 gen 1
7750000.0,8.0,256,6.67,AMOLED,120.0,64,4,Xiaomi,Medium,HD,Dimensity 1000
21100000.0,4.0,64,5.84,OLED,60.0,12,2,Xiaomi,Premium,HD,Helio p35
11950000.0,12.0,1024,6.59,AMOLED,120.0,48,2,Asus,High,HD,Snapdragon 855
3990000.0,8.0,128,6.78,LCD,120.0,50,1,Tecno,Medium,HD,Helio G99
12250000.0,16.0,1024,6.36,LTPO OLED,120.0,50,3,Xiaomi,High,HD,Snapdragon 8 gen 3
3650000.0,8.0,128,6.5,IPS LCD,60.0,13,3,Realme,Medium,HD,Dimensity 720
3450000.0,4.0,64,8.7,TFT LCD,60.0,8,1,Samsung,Medium,HD,Helio p22
4950000.0,8.0,256,6.67,AMOLED,120.0,50,2,Nothing,Medium,HD,Dimensity 7300
4750000.0,12.0,256,6.67,AMOLED,120.0,64,3,Xiaomi,Medium,HD,Snapdragon 865
3650000.0,4.0,128,6.51,IPS LCD,60.0,13,2,Vivo,Medium,HD,Helio p35
12990000.0,16.0,256,6.31,AMOLED,120.0,50,3,OPPO,High,HD,Dimensity 9400
3050000.0,8.0,128,6.56,IPS LCD,90.0,50,1,Tecno,Medium,HD,Helio G85
4950000.0,6.0,128,6.59,IPS LCD,60.0,48,2,Honor,Medium,HD,Kirin 810
4050000.0,8.0,256,6.79,IPS LCD,120.0,108,2,Xiaomi,Medium,HD,Helio G91 ULTRA
34950000.0,16.0,1024,7.92,Foldable LTPO AMOLED (màn chính) | LTPO OLED (màn phụ),120.0,50,3,Honor,Premium,2K,Snapdragon 8 gen 3
27990000.0,6.0,256,6.7,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A16 Bionic
7290000.0,6.0,128,6.4,Super AMOLED,90.0,48,4,Samsung,Medium,HD,Exynos 1280 8
7050000.0,12.0,256,6.77,AMOLED,120.0,50,3,Nothing,Medium,HD,Snapdragon 7
7950000.0,12.0,512,6.67,OLED,144.0,108,3,Xiaomi,Medium,HD,Snapdragon 8 gen 1
3990000.0,12.0,256,6.8,TFT LCD,90.0,50,2,Honor,Medium,HD,Dimensity 6080
4750000.0,12.0,256,6.67,OLED,120.0,64,3,Xiaomi,Medium,HD,Dimensity 1200
8450000.0,12.0,256,6.7,OLED,120.0,50,3,Realme,High,HD,Snapdragon 8 gen 1
4250000.0,8.0,256,6.79,IPS LCD,90.0,108,2,Xiaomi,Medium,HD,Helio G91 ULTRA
4250000.0,8.0,256,6.5,Super AMOLED,90.0,50,3,Samsung,Medium,HD,Helio G99
3700000.0,4.0,128,6.56,IPS LCD,60.0,13,2,OPPO,Medium,HD,Helio G35
3250000.0,8.0,128,6.51,IPS LCD,60.0,13,2,Vivo,Medium,HD,Dimensity 6020
4950000.0,8.0,128,6.43,AMOLED,90.0,108,4,Xiaomi,Medium,HD,Helio G96
5250000.0,8.0,256,6.43,AMOLED,90.0,108,3,Xiaomi,Medium,HD,Helio G96
11590000.0,16.0,256,6.74,Fluid AMOLED,120.0,50,3,OnePlus,High,HD,Dimensity 9000
6688000.0,12.0,256,6.64,IPS LCD,60.0,50,2,Vivo,Medium,HD,Dimensity 6020
2550000.0,6.0,128,6.5,IPS LCD,120.0,48,3,Realme,Low,HD,Dimensity 800
5450000.0,6.0,128,6.57,IPS LCD,120.0,48,4,Realme,Medium,HD,Snapdragon 765g
37190000.0,12.0,1024,6.9,Dynamic AMOLED 2X,120.0,200,4,Samsung,Premium,FHD,Snapdragon 8 e
8250000.0,12.0,1024,6.55,AMOLED,120.0,50,3,Xiaomi,High,HD,Dimensity 8200 ultra
5650000.0,12.0,512,6.7,AMOLED,120.0,50,2,OPPO,Medium,HD,Snapdragon 695
4690000.0,12.0,512,6.78,AMOLED,120.0,64,2,Vivo,Medium,HD,Snapdragon 695
4450000.0,12.0,512,6.67,AMOLED,120.0,50,1,Realme,Medium,HD,Snapdragon 6 gen 4
3950000.0,12.0,512,6.72,IPS LCD,120.0,50,2,Vivo,Medium,HD,Snapdragon 7
6450000.0,8.0,128,6.6,IPS LCD,120.0,64,3,Realme,Medium,HD,Snapdragon 695
10150000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,3,Vivo,High,HD,Dimensity 9300
30950000.0,16.0,1024,8.03,Foldable LTPO OLED+ (chính) | AMOLED (phụ),120.0,50,4,Xiaomi,Premium,FHD,Snapdragon 8 gen 2
3700000.0,6.0,128,6.3,IPS LCD,60.0,48,2,Xiaomi,Medium,HD,Snapdragon 675
16290000.0,12.0,128,6.1,Super Retina XDR,60.0,48,4,Apple,Premium,HD,A18 Bionic
12690000.0,8.0,256,6.1,OLED,120.0,64,2,Google,High,HD,Tensor G3
4890000.0,8.0,256,6.78,AMOLED,60.0,50,2,Infinix,Medium,HD,Helio G100
36990000.0,12.0,512,6.8,Dynamic AMOLED 2X,120.0,108,4,Samsung,Premium,FHD,Snapdragon 8 gen 1
4290000.0,8.0,128,6.72,IPS LCD,90.0,108,2,Realme,Medium,HD,Snapdragon 685
6590000.0,8.0,256,6.67,AMOLED,120.0,50,2,OnePlus,Medium,HD,Snapdragon 695
17450000.0,12.0,512,6.8,Foldable LTPO AMOLED | Màn phụ: AMOLED,120.0,50,3,OPPO,Premium,HD,Dimensity 9200
